releasedate,price,duration_in_minutes,rating_stars_out_of_5,total_rating
2016-11-15,938.0,570,0.0,0
2018-06-12,586.0,613,0.0,0
2018-06-12,586.0,460,0.0,0
2018-06-05,703.0,736,0.0,0
2018-06-05,703.0,628,0.0,0
2010-03-23,694.0,658,0.0,0
2016-12-13,938.0,544,0.0,0
2016-08-22,820.0,415,0.0,0
2018-05-08,383.0,211,0.0,0
2016-11-29,773.0,403,0.0,0
2014-04-16,836.0,775,0.0,0
2018-05-22,820.0,490,0.0,0
2018-05-03,323.0,809,0.0,0
2013-06-25,670.0,539,0.0,0
2013-09-17,668.0,448,0.0,0
2016-12-06,1005.0,625,0.0,0
2016-12-20,668.0,345,0.0,0
2018-05-08,773.0,484,0.0,0
2018-04-30,469.0,261,0.0,0
2018-04-10,586.0,487,5.0,1
2018-04-03,586.0,430,0.0,0
2015-04-21,1005.0,739,0.0,0
2018-04-03,820.0,542,0.0,0
2016-08-25,938.0,447,0.0,0
2018-05-01,820.0,536,0.0,0
2018-04-12,383.0,197,0.0,0
2018-03-01,568.0,371,0.0,0
2018-01-15,602.0,425,0.0,0
2018-04-05,234.0,704,0.0,0
2016-09-21,820.0,450,0.0,0
2015-11-10,352.0,667,0.0,0
2015-10-21,352.0,1040,0.0,0
2018-04-20,468.0,572,0.0,0
2012-07-31,1005.0,626,0.0,0
2018-04-03,586.0,553,4.0,1
2012-07-02,166.0,211,0.0,0
2018-03-27,938.0,582,0.0,0
2018-03-27,469.0,296,0.0,0
2016-11-15,1005.0,628,0.0,0
2015-07-28,820.0,510,0.0,0
2016-11-01,702.0,400,0.0,0
2018-03-20,938.0,490,0.0,0
2014-10-06,949.0,1167,0.0,0
2018-03-13,703.0,672,0.0,0
2018-03-13,820.0,471,0.0,0
2018-03-06,938.0,540,0.0,0
2014-11-25,1005.0,602,0.0,0
2018-02-22,721.0,694,0.0,0
2013-01-29,1005.0,729,0.0,0
2013-04-30,1005.0,740,0.0,0
2015-11-24,670.0,497,0.0,0
2016-12-06,820.0,511,0.0,0
2011-08-18,879.0,733,0.0,0
2015-05-19,938.0,632,0.0,0
2012-11-29,166.0,267,0.0,0
2018-02-27,1005.0,839,5.0,1
2016-02-09,1055.0,782,0.0,0
2015-08-26,820.0,487,0.0,0
2018-04-17,586.0,577,0.0,0
2018-02-20,820.0,470,0.0,0
2018-02-06,773.0,371,0.0,0
2018-02-06,773.0,351,0.0,0
2016-03-08,938.0,658,0.0,0
2018-03-20,668.0,389,0.0,0
2018-03-20,668.0,469,0.0,0
2018-01-16,1005.0,696,0.0,0
2015-02-04,836.0,774,0.0,0
2017-12-14,938.0,622,0.0,0
2017-12-05,773.0,359,0.0,0
2017-12-12,468.0,129,0.0,0
2018-01-02,1005.0,600,0.0,0
2017-12-05,1005.0,483,3.5,2
2017-12-05,836.0,689,0.0,0
2017-11-28,1005.0,698,0.0,0
2017-11-21,938.0,671,0.0,0
2017-12-05,469.0,567,0.0,0
2017-10-17,1003.0,1189,0.0,0
2017-10-24,891.0,586,0.0,0
2017-10-31,891.0,359,0.0,0
2017-10-03,702.0,382,0.0,0
2017-09-26,1005.0,650,0.0,0
2017-09-19,1005.0,627,0.0,0
2017-09-19,1005.0,496,5.0,1
2017-05-16,938.0,581,0.0,0
2017-05-16,668.0,334,0.0,0
2017-05-01,468.0,817,0.0,0
2017-06-15,323.0,732,0.0,0
2017-04-25,773.0,322,0.0,0
2017-05-02,820.0,724,0.0,0
2017-04-11,937.0,838,0.0,0
2017-03-30,468.0,880,0.0,0
2017-04-04,1131.0,808,0.0,0
2017-03-21,1005.0,724,0.0,0
2017-03-07,820.0,613,0.0,0
2015-07-07,820.0,480,0.0,0
2015-06-10,820.0,583,0.0,0
2016-12-16,1063.0,520,0.0,0
2016-02-23,820.0,403,0.0,0
2017-02-21,938.0,493,0.0,0
2015-09-24,820.0,521,0.0,0
2016-06-13,820.0,549,0.0,0
2017-01-17,702.0,395,0.0,0
2016-12-20,702.0,445,0.0,0
2020-08-20,268.0,525,0.0,0
2017-01-27,152.0,206,0.0,0
2017-01-05,190.0,405,0.0,0
2014-04-08,152.0,255,0.0,0
2020-01-13,736.0,562,0.0,0
2019-06-26,635.0,676,0.0,0
2019-05-07,700.0,783,0.0,0
2019-03-05,517.0,378,0.0,0
2018-09-11,773.0,416,0.0,0
2019-01-15,837.0,764,0.0,0
2020-06-30,586.0,377,0.0,0
2020-02-25,586.0,468,0.0,0
2020-01-07,586.0,480,0.0,0
2019-08-13,703.0,604,0.0,0
2019-06-18,586.0,560,0.0,0
2020-08-04,702.0,339,0.0,0
2020-07-28,820.0,620,0.0,0
2020-05-26,820.0,638,0.0,0
2020-07-28,1340.0,737,5.0,1
2020-05-19,1172.0,454,0.0,0
2019-04-30,837.0,698,0.0,0
2020-07-31,469.0,233,0.0,0
2020-09-23,586.0,337,0.0,0
2020-06-30,586.0,465,0.0,0
2020-06-16,586.0,490,0.0,0
2020-05-29,586.0,360,0.0,0
2020-04-28,586.0,420,0.0,0
2020-09-23,586.0,350,0.0,0
2020-06-16,586.0,457,0.0,0
2020-04-14,703.0,736,0.0,0
2019-09-10,586.0,513,0.0,0
2019-09-24,586.0,357,0.0,0
2019-08-13,586.0,464,0.0,0
2020-09-15,468.0,546,0.0,0
2020-08-01,468.0,475,0.0,0
2020-06-18,468.0,505,0.0,0
2019-11-08,468.0,436,0.0,0
2019-10-11,468.0,600,0.0,0
2019-08-09,468.0,266,0.0,0
2019-07-02,468.0,263,0.0,0
2019-05-30,468.0,263,0.0,0
2019-05-03,468.0,272,0.0,0
2019-08-21,468.0,461,0.0,0
2019-04-25,468.0,397,0.0,0
2018-08-24,703.0,627,0.0,0
2019-12-10,586.0,260,0.0,0
2020-04-21,586.0,420,0.0,0
2020-03-24,586.0,477,0.0,0
2019-05-28,703.0,684,0.0,0
2013-01-29,601.0,511,0.0,0
2012-10-01,601.0,447,0.0,0
2012-04-23,166.0,170,0.0,0
2020-04-14,820.0,556,0.0,0
2020-02-11,773.0,413,3.0,1
2019-06-25,468.0,151,0.0,0
2019-06-25,702.0,357,0.0,0
2017-06-27,1172.0,624,5.0,1
2017-05-30,1005.0,596,0.0,0
2017-06-01,468.0,806,0.0,0
2017-04-01,603.0,480,0.0,0
2017-04-18,352.0,580,0.0,0
2017-01-03,820.0,479,0.0,0
2017-01-03,938.0,843,0.0,0
2017-02-07,937.0,756,0.0,0
2021-01-14,1133.0,1097,0.0,0
2021-01-12,586.0,319,0.0,0
2021-01-12,586.0,327,0.0,0
2020-06-16,668.0,376,0.0,0
2021-01-05,703.0,807,5.0,1
2020-12-15,468.0,523,0.0,0
2020-06-02,668.0,448,0.0,0
2020-12-08,1005.0,372,0.0,0
2020-12-10,468.0,649,0.0,0
2020-12-15,773.0,400,0.0,0
2020-12-15,773.0,416,0.0,0
2020-12-17,469.0,302,0.0,0
2020-12-17,586.0,506,0.0,0
2018-03-20,586.0,504,0.0,0
2018-10-09,586.0,404,0.0,0
2017-11-21,820.0,351,1.0,1
2019-01-04,468.0,439,0.0,0
2018-03-20,820.0,387,0.0,0
2018-04-10,820.0,347,0.0,0
2019-09-10,586.0,349,3.0,1
2018-09-11,586.0,513,0.0,0
2018-05-22,586.0,365,0.0,0
2018-04-24,586.0,336,3.0,1
2019-08-20,469.0,492,0.0,0
2019-03-05,468.0,253,0.0,0
2019-03-05,469.0,337,0.0,0
2019-02-04,468.0,472,0.0,0
2019-01-29,469.0,326,0.0,0
2018-12-18,469.0,257,3.0,1
2018-11-06,586.0,402,0.0,0
2018-10-16,469.0,304,0.0,0
2018-08-31,586.0,480,3.0,1
2011-05-09,166.0,168,0.0,0
2018-07-03,703.0,650,0.0,0
2014-05-13,668.0,430,0.0,0
2018-04-24,938.0,549,0.0,0
2018-04-10,469.0,247,0.0,0
2018-03-06,703.0,281,0.0,0
2014-02-11,1008.0,656,0.0,0
2018-02-20,773.0,349,0.0,0
2018-03-20,668.0,308,0.0,0
2018-03-20,501.0,205,0.0,0
2017-11-21,100.0,164,0.0,0
2017-09-26,820.0,506,0.0,0
2019-03-07,468.0,372,0.0,0
2018-11-12,468.0,707,0.0,0
2018-11-27,351.0,189,3.0,1
2017-07-01,468.0,769,0.0,0
2021-08-24,703.0,757,5.0,1
2021-08-31,703.0,706,0.0,0
2021-12-28,586.0,467,0.0,0
2021-12-14,469.0,294,0.0,0
2021-11-26,468.0,596,0.0,0
2021-11-17,334.0,632,0.0,0
2021-11-15,345.0,613,0.0,0
2021-11-30,1005.0,270,0.0,0
2021-11-14,501.0,257,0.0,0
2021-11-16,1172.0,626,0.0,0
2022-01-24,334.0,656,0.0,0
2022-01-18,1172.0,634,0.0,0
2022-01-18,984.0,576,0.0,0
2021-04-27,586.0,631,0.0,0
2021-11-05,334.0,581,0.0,0
2021-10-08,334.0,515,0.0,0
2021-10-12,234.0,472,0.0,0
2021-09-14,166.0,248,0.0,0
2021-09-14,166.0,222,0.0,0
2021-10-05,1172.0,583,0.0,0
2021-09-03,230.0,208,0.0,0
2021-09-03,192.0,146,0.0,0
2021-09-03,115.0,47,0.0,0
2021-09-10,334.0,487,0.0,0
2021-09-17,334.0,730,0.0,0
2021-09-28,1172.0,644,0.0,0
2021-08-24,586.0,526,0.0,0
2021-08-21,668.0,501,5.0,1
2021-08-16,166.0,197,0.0,0
2021-08-30,166.0,240,0.0,0
2021-08-06,334.0,350,0.0,0
2021-08-27,468.0,631,0.0,0
2020-08-28,568.0,638,0.0,0
2022-03-15,586.0,488,0.0,0
2022-03-08,586.0,528,0.0,0
2022-03-11,334.0,609,0.0,0
2022-03-15,1340.0,644,0.0,0
2022-02-22,1003.0,960,0.0,0
2022-03-01,334.0,651,0.0,0
2022-02-22,1172.0,474,0.0,0
2019-12-24,836.0,731,4.0,1
2020-04-20,668.0,396,0.0,0
2020-09-01,844.0,362,0.0,0
2020-11-24,586.0,434,0.0,0
2020-01-13,703.0,469,0.0,0
2017-01-10,668.0,590,0.0,0
2021-04-27,586.0,477,0.0,0
2021-04-13,703.0,338,0.0,0
2021-07-27,586.0,455,0.0,0
2021-07-27,586.0,456,0.0,0
2017-08-02,668.0,435,0.0,0
2019-07-23,668.0,590,3.0,3
2017-03-14,820.0,1005,5.0,1
2022-03-21,434.0,540,0.0,0
2022-03-21,752.0,428,0.0,0
2021-05-18,836.0,615,0.0,0
2021-03-30,668.0,410,4.0,1
2021-01-26,702.0,337,5.0,1
2020-11-17,820.0,583,0.0,0
2021-07-04,501.0,286,0.0,0
2021-07-03,307.0,412,0.0,0
2021-07-02,334.0,675,0.0,0
2020-08-28,334.0,705,0.0,0
2021-07-06,703.0,411,0.0,0
2020-08-28,837.0,617,0.0,0
2020-10-27,585.0,289,0.0,0
2021-01-19,820.0,612,0.0,0
2020-12-15,468.0,535,0.0,0
2020-06-05,668.0,382,0.0,0
2018-05-08,836.0,708,0.0,0
2015-09-24,1055.0,621,0.0,0
2021-02-23,1008.0,660,4.5,3
2021-01-07,1172.0,845,0.0,0
2017-07-06,668.0,422,0.0,0
2020-02-26,668.0,528,3.0,1
2014-10-06,938.0,688,5.0,2
2020-08-25,836.0,618,0.0,0
2019-10-08,703.0,615,5.0,1
2016-05-27,820.0,488,4.0,2
2018-07-10,1003.0,469,5.0,2
2021-05-16,836.0,662,0.0,0
2021-03-26,668.0,488,0.0,0
2021-04-13,668.0,493,0.0,0
2020-12-02,668.0,585,5.0,1
2021-06-08,586.0,428,0.0,0
2021-05-25,586.0,484,0.0,0
2021-06-03,1172.0,660,0.0,0
2021-04-30,468.0,576,0.0,0
2021-04-08,234.0,480,0.0,0
2021-03-30,703.0,642,0.0,0
2021-04-27,706.0,473,0.0,0
2019-10-29,586.0,368,0.0,0
2019-10-15,837.0,515,5.0,1
2017-09-26,836.0,672,5.0,2
2020-08-04,1340.0,956,5.0,1
2020-12-03,1172.0,479,0.0,0
2021-03-04,1172.0,631,0.0,0
2017-01-24,134.0,491,0.0,0
2021-02-24,228.0,357,0.0,0
2021-02-09,234.0,49,0.0,0
2021-03-16,234.0,59,0.0,0
2021-02-16,234.0,41,0.0,0
2021-02-16,703.0,852,0.0,0
2021-02-09,586.0,539,0.0,0
2021-03-16,586.0,493,0.0,0
2021-03-16,422.0,648,0.0,0
2021-03-25,1172.0,432,0.0,0
2019-09-10,668.0,516,0.0,0
2018-03-05,468.0,433,0.0,0
2020-01-28,844.0,485,5.0,2
2020-08-25,1172.0,373,0.0,0
2018-08-14,703.0,790,4.5,2
2018-04-11,468.0,697,5.0,1
2020-09-22,836.0,642,5.0,2
2020-05-17,668.0,529,0.0,0
2020-09-01,1172.0,339,0.0,0
2019-10-29,586.0,352,0.0,0
2019-08-28,1172.0,387,5.0,1
2016-05-03,836.0,709,5.0,1
2017-08-01,668.0,428,0.0,0
2017-08-01,668.0,431,0.0,0
2017-07-11,836.0,604,5.0,1
2017-06-30,668.0,306,0.0,0
2017-05-23,1055.0,646,0.0,0
2017-06-06,668.0,469,5.0,1
2014-09-08,938.0,620,0.0,0
2014-09-09,1008.0,580,0.0,0
2015-06-16,1055.0,488,0.0,0
2015-12-08,1055.0,574,5.0,2
2015-07-07,1055.0,515,0.0,0
2014-07-22,891.0,422,0.0,0
2021-01-26,703.0,666,0.0,0
2021-02-02,1172.0,450,0.0,0
2021-01-19,844.0,561,0.0,0
2021-01-19,351.0,173,0.0,0
2020-11-29,668.0,470,0.0,0
2020-11-17,1172.0,748,0.0,0
2020-11-06,334.0,732,0.0,0
2020-10-06,1172.0,412,0.0,0
2020-10-13,1172.0,367,0.0,0
2020-11-19,1172.0,803,0.0,0
2020-09-29,836.0,857,0.0,0
2020-09-23,267.0,251,0.0,0
2020-09-14,668.0,327,0.0,0
2020-09-03,668.0,544,4.0,1
2020-08-25,586.0,463,0.0,0
2020-07-28,691.0,409,0.0,0
2020-07-28,1172.0,581,0.0,0
2020-06-23,586.0,508,0.0,0
2020-05-31,668.0,433,0.0,0
2020-06-28,668.0,390,0.0,0
2020-06-10,586.0,470,0.0,0
2020-09-14,668.0,375,0.0,0
2020-09-14,668.0,346,0.0,0
2020-05-12,586.0,446,0.0,0
2020-04-28,586.0,451,0.0,0
2020-09-08,1172.0,614,0.0,0
2020-05-05,1172.0,607,0.0,0
2020-06-23,1172.0,561,0.0,0
2020-04-01,267.0,1120,0.0,0
2020-04-07,586.0,543,0.0,0
2020-04-07,1172.0,123,0.0,0
2020-04-07,844.0,514,0.0,0
2020-03-02,468.0,536,0.0,0
2020-04-10,820.0,443,0.0,0
2020-02-25,703.0,874,1.0,1
2020-01-28,703.0,536,0.0,0
2020-02-04,844.0,487,0.0,0
2019-12-06,65.0,187,0.0,0
2019-11-27,233.0,557,0.0,0
2019-11-13,1172.0,496,0.0,0
2019-11-07,1172.0,469,0.0,0
2019-12-03,1172.0,318,0.0,0
2019-11-05,668.0,436,0.0,0
2019-12-10,1172.0,582,0.0,0
2019-10-24,233.0,578,0.0,0
2019-10-23,1172.0,449,0.0,0
2019-10-31,65.0,188,0.0,0
2019-10-02,468.0,250,0.0,0
2019-09-24,937.0,535,0.0,0
2019-09-17,1003.0,914,0.0,0
2019-09-30,65.0,185,0.0,0
2019-07-31,65.0,173,0.0,0
2019-07-16,586.0,538,0.0,0
2019-06-26,1172.0,567,0.0,0
2019-06-28,65.0,195,0.0,0
2019-06-11,668.0,506,4.0,1
2019-06-12,469.0,303,0.0,0
2019-04-09,668.0,543,0.0,0
2019-03-19,502.0,430,0.0,0
2019-02-01,434.0,543,0.0,0
2019-01-22,668.0,329,0.0,0
2019-05-14,837.0,489,0.0,0
2018-12-27,535.0,515,0.0,0
2018-12-18,1005.0,620,0.0,0
2018-11-26,468.0,558,0.0,0
2018-10-23,468.0,400,0.0,0
2014-07-07,891.0,518,0.0,0
2016-05-03,668.0,401,0.0,0
2018-09-27,468.0,424,0.0,0
2018-10-06,843.0,817,0.0,0
2018-09-01,766.0,712,0.0,0
2018-08-22,468.0,401,0.0,0
2018-08-09,669.0,760,0.0,0
2014-09-30,1008.0,448,0.0,0
2014-10-13,1008.0,617,0.0,0
2014-01-10,668.0,536,0.0,0
2016-02-16,1008.0,751,0.0,0
2013-10-08,668.0,507,0.0,0
2018-06-07,756.0,435,0.0,0
2018-06-16,843.0,831,0.0,0
2016-08-09,820.0,402,0.0,0
2018-05-15,836.0,709,0.0,0
2014-12-31,668.0,498,4.0,2
2018-05-08,836.0,735,5.0,1
2007-06-21,754.0,346,0.0,0
2017-08-14,766.0,701,0.0,0
2015-05-21,267.0,398,0.0,0
2015-10-22,1055.0,736,0.0,0
2015-07-28,1055.0,554,0.0,0
2013-03-14,468.0,383,0.0,0
2014-08-05,938.0,646,0.0,0
2014-08-25,938.0,653,0.0,0
2018-04-03,468.0,640,0.0,0
2018-04-03,668.0,588,0.0,0
2018-02-28,670.0,540,0.0,0
2016-12-13,820.0,452,0.0,0
2016-11-29,500.0,504,0.0,0
2016-03-30,820.0,627,0.0,0
2015-03-31,891.0,616,0.0,0
2012-06-19,500.0,895,0.0,0
2018-02-05,670.0,549,0.0,0
2018-02-06,670.0,506,0.0,0
2014-08-05,891.0,417,0.0,0
2014-11-10,1008.0,532,0.0,0
2014-11-25,891.0,453,0.0,0
2016-04-29,820.0,680,0.0,0
2016-04-05,773.0,346,0.0,0
2018-02-06,468.0,719,0.0,0
2018-01-02,891.0,561,0.0,0
2017-12-26,1055.0,924,0.0,0
2017-12-26,773.0,313,0.0,0
2017-12-14,891.0,553,0.0,0
2017-12-05,938.0,545,0.0,0
2017-12-05,500.0,513,0.0,0
2017-11-21,1055.0,963,0.0,0
2017-10-17,668.0,329,0.0,0
2017-09-26,500.0,507,0.0,0
2017-09-26,1641.0,400,3.0,1
2017-09-12,469.0,542,0.0,0
2010-11-11,537.0,234,0.0,0
2017-04-25,500.0,469,0.0,0
2017-04-04,500.0,430,0.0,0
2017-03-14,417.0,220,5.0,1
2020-08-25,38.0,227,0.0,0
2019-10-07,434.0,412,0.0,0
2019-11-27,434.0,583,0.0,0
2019-11-11,434.0,609,0.0,0
2019-10-07,233.0,554,0.0,0
2020-10-01,468.0,525,0.0,0
2020-05-28,468.0,707,0.0,0
2020-10-02,334.0,805,0.0,0
2019-11-01,468.0,548,0.0,0
2020-06-19,200.0,252,0.0,0
2020-07-16,267.0,638,0.0,0
2020-06-19,267.0,617,0.0,0
2020-01-07,703.0,657,0.0,0
2019-09-24,586.0,487,0.0,0
2019-05-22,1172.0,524,0.0,0
2020-06-02,680.0,280,0.0,0
2020-08-18,1172.0,827,0.0,0
2019-06-11,502.0,434,0.0,0
2020-08-25,586.0,415,5.0,1
2020-06-23,469.0,194,0.0,0
2020-08-18,586.0,492,0.0,0
2020-06-09,586.0,486,0.0,0
2020-05-26,586.0,462,0.0,0
2020-06-10,586.0,555,0.0,0
2020-02-25,1172.0,558,0.0,0
2019-12-16,1172.0,388,0.0,0
2016-09-15,569.0,411,0.0,0
2020-09-22,1172.0,293,0.0,0
2020-07-14,1172.0,339,5.0,1
2019-08-27,469.0,372,0.0,0
2018-11-27,703.0,529,0.0,0
2020-05-19,586.0,433,0.0,0
2020-05-12,703.0,762,0.0,0
2019-11-12,586.0,538,0.0,0
2019-12-24,586.0,468,0.0,0
2020-06-10,586.0,394,0.0,0
2016-10-06,342.0,167,0.0,0
2020-08-04,585.0,296,0.0,0
2019-08-20,702.0,305,0.0,0
2017-08-29,820.0,651,0.0,0
2017-08-15,500.0,511,0.0,0
2017-08-01,1005.0,592,0.0,0
2017-07-18,233.0,502,5.0,1
2017-07-10,670.0,392,0.0,0
2017-06-30,500.0,624,0.0,0
2017-05-26,668.0,514,0.0,0
2017-06-06,500.0,475,0.0,0
2013-08-02,716.0,514,0.0,0
2017-05-30,500.0,480,0.0,0
2017-03-03,352.0,469,0.0,0
2017-03-03,352.0,238,0.0,0
2017-02-21,820.0,443,0.0,0
2017-01-01,352.0,544,0.0,0
2016-12-20,891.0,428,0.0,0
2021-01-10,501.0,245,0.0,0
2021-01-09,958.0,936,0.0,0
2020-12-27,501.0,234,0.0,0
2020-12-22,334.0,322,0.0,0
2021-01-12,645.0,527,0.0,0
2020-12-22,703.0,723,0.0,0
2020-12-22,586.0,356,0.0,0
2021-01-07,1172.0,426,0.0,0
2020-12-29,1172.0,533,0.0,0
2020-02-11,836.0,567,0.0,0
2018-10-09,468.0,468,0.0,0
2015-03-31,668.0,525,0.0,0
2019-09-18,586.0,498,0.0,0
2022-02-01,703.0,616,0.0,0
2022-03-29,233.0,173,0.0,0
2021-11-16,703.0,655,0.0,0
2022-01-19,703.0,429,0.0,0
2022-01-18,1172.0,579,0.0,0
2022-01-18,1172.0,372,0.0,0
2021-05-04,866.0,321,3.0,1
2021-05-06,468.0,410,0.0,0
2021-11-02,1340.0,630,0.0,0
2021-11-01,645.0,561,0.0,0
2021-09-23,703.0,604,0.0,0
2021-10-01,645.0,568,0.0,0
2021-10-07,1172.0,293,0.0,0
2021-10-05,820.0,555,0.0,0
2021-09-02,645.0,531,0.0,0
2021-10-26,500.0,843,0.0,0
2021-09-07,586.0,333,0.0,0
2021-08-31,1172.0,527,0.0,0
2021-08-14,234.0,471,0.0,0
2021-11-02,866.0,352,0.0,0
2021-08-31,632.0,191,0.0,0
2018-12-04,668.0,493,0.0,0
2021-10-05,1172.0,413,0.0,0
2021-08-31,1172.0,592,0.0,0
2020-11-13,469.0,295,0.0,0
2021-08-24,468.0,645,0.0,0
2021-08-31,1172.0,777,0.0,0
2021-08-10,1172.0,723,0.0,0
2022-03-01,820.0,542,0.0,0
2022-03-08,1172.0,382,0.0,0
2021-05-06,468.0,313,0.0,0
2021-03-30,866.0,354,4.0,1
2018-02-13,668.0,584,5.0,1
2021-07-27,632.0,192,0.0,0
2021-08-01,706.0,454,0.0,0
2019-02-05,632.0,210,5.0,1
2021-07-20,866.0,327,0.0,0
2021-02-11,468.0,483,0.0,0
2022-03-29,233.0,195,0.0,0
2022-03-29,233.0,165,0.0,0
2022-03-29,233.0,211,0.0,0
2021-02-01,820.0,762,4.0,1
2014-05-27,938.0,603,0.0,0
2017-12-14,668.0,448,0.0,0
2021-07-06,749.0,314,0.0,0
2021-07-06,632.0,213,0.0,0
2021-07-06,820.0,543,0.0,0
2021-06-29,1172.0,604,0.0,0
2020-08-04,585.0,228,0.0,0
2019-05-29,820.0,680,0.0,0
2010-01-05,879.0,450,5.0,1
2017-11-17,468.0,394,0.0,0
2017-09-13,836.0,667,0.0,0
2019-04-01,733.0,511,0.0,0
2014-04-10,836.0,685,0.0,0
2017-09-27,703.0,321,0.0,0
2019-07-30,1005.0,559,0.0,0
2019-12-01,759.0,681,0.0,0
2019-12-17,632.0,211,0.0,0
2013-11-21,836.0,639,0.0,0
2018-07-03,1172.0,486,0.0,0
2015-06-30,1005.0,658,0.0,0
2014-06-27,836.0,643,0.0,0
2014-07-29,836.0,648,0.0,0
2021-05-14,767.0,712,0.0,0
2020-11-18,836.0,819,0.0,0
2017-10-24,836.0,702,0.0,0
2021-06-03,938.0,625,0.0,0
2021-06-01,1172.0,391,0.0,0
2021-05-01,836.0,809,0.0,0
2021-05-04,469.0,286,0.0,0
2021-04-13,632.0,229,0.0,0
2021-04-27,820.0,588,0.0,0
2021-05-04,586.0,316,0.0,0
2021-05-11,586.0,360,0.0,0
2021-04-27,820.0,549,0.0,0
2021-04-13,586.0,432,0.0,0
2021-04-19,1172.0,597,0.0,0
2021-03-30,1172.0,483,0.0,0
2020-02-18,668.0,511,0.0,0
2018-09-05,668.0,560,0.0,0
2021-03-01,653.0,338,0.0,0
2021-02-16,586.0,684,0.0,0
2021-02-09,668.0,586,0.0,0
2021-03-04,1172.0,700,0.0,0
2020-06-03,836.0,676,0.0,0
2019-01-29,134.0,465,0.0,0
2021-02-23,820.0,525,0.0,0
2021-02-16,586.0,384,0.0,0
2021-03-02,820.0,519,0.0,0
2021-03-16,586.0,428,0.0,0
2021-02-23,586.0,439,0.0,0
2021-03-02,632.0,226,0.0,0
2021-02-16,632.0,222,0.0,0
2021-03-04,1172.0,620,0.0,0
2021-02-25,1172.0,724,0.0,0
2021-03-02,1172.0,334,0.0,0
2021-02-15,1172.0,686,4.0,1
2021-03-23,468.0,372,0.0,0
2021-03-09,181.0,495,5.0,1
2018-09-25,586.0,686,0.0,0
2013-12-17,1005.0,771,0.0,0
2020-04-28,1008.0,706,5.0,1
2018-10-09,668.0,528,0.0,0
2018-08-21,1005.0,523,0.0,0
2018-06-05,938.0,674,4.0,1
2018-04-10,1005.0,633,4.5,2
2018-03-13,668.0,563,0.0,0
2013-12-29,352.0,249,0.0,0
2018-02-13,668.0,513,5.0,1
2019-03-26,502.0,490,0.0,0
2017-08-01,1055.0,684,0.0,0
2017-07-04,1055.0,703,0.0,0
2017-07-04,938.0,554,0.0,0
2017-06-20,1008.0,616,0.0,0
2021-01-26,586.0,370,0.0,0
2020-11-17,703.0,774,0.0,0
2020-10-27,586.0,567,0.0,0
2020-10-06,820.0,516,0.0,0
2020-10-23,585.0,228,0.0,0
2020-10-08,1172.0,606,0.0,0
2020-11-12,703.0,347,0.0,0
2020-12-02,468.0,665,0.0,0
2020-10-12,585.0,502,0.0,0
2020-10-27,773.0,427,0.0,0
2020-09-30,117.0,27,0.0,0
2020-09-30,117.0,25,0.0,0
2020-09-22,668.0,591,5.0,1
2020-08-25,632.0,225,0.0,0
2020-06-30,836.0,617,5.0,1
2020-07-14,586.0,438,0.0,0
2020-06-14,501.0,251,0.0,0
2020-06-30,586.0,318,0.0,0
2020-06-01,820.0,568,0.0,0
2020-06-16,703.0,916,0.0,0
2020-06-16,586.0,365,0.0,0
2020-06-30,703.0,432,0.0,0
2020-05-19,586.0,319,0.0,0
2020-05-01,668.0,342,0.0,0
2020-05-19,586.0,407,0.0,0
2020-06-30,1172.0,399,0.0,0
2020-04-21,586.0,371,0.0,0
2020-06-23,1172.0,712,0.0,0
2020-03-17,668.0,356,0.0,0
2020-06-30,1172.0,587,0.0,0
2020-08-25,585.0,233,0.0,0
2020-07-28,585.0,207,0.0,0
2020-02-18,586.0,450,0.0,0
2020-02-11,836.0,652,0.0,0
2020-03-17,1172.0,408,0.0,0
2020-03-31,1172.0,552,0.0,0
2020-04-07,1172.0,574,0.0,0
2020-02-04,668.0,514,5.0,1
2019-12-31,836.0,671,0.0,0
2019-12-31,703.0,673,0.0,0
2020-05-26,585.0,275,0.0,0
2020-04-28,702.0,368,0.0,0
2019-12-31,586.0,268,0.0,0
2019-12-19,586.0,261,0.0,0
2020-01-21,1172.0,311,0.0,0
2019-11-19,668.0,533,5.0,1
2019-11-19,586.0,337,0.0,0
2019-11-14,586.0,558,0.0,0
2020-03-31,820.0,514,0.0,0
2019-12-03,668.0,480,0.0,0
2019-11-19,836.0,715,0.0,0
2019-11-05,703.0,543,0.0,0
2020-01-21,938.0,660,0.0,0
2019-10-31,469.0,281,0.0,0
2019-10-22,586.0,565,0.0,0
2020-01-14,1172.0,385,0.0,0
2019-10-22,668.0,593,0.0,0
2019-10-29,1172.0,616,0.0,0
2020-01-21,1172.0,577,0.0,0
2019-12-31,1172.0,638,0.0,0
2019-10-01,836.0,729,0.0,0
2019-10-08,668.0,521,5.0,1
2019-09-24,234.0,622,0.0,0
2019-09-23,234.0,535,0.0,0
2019-10-01,820.0,540,0.0,0
2019-10-08,1005.0,1142,0.0,0
2019-09-10,670.0,373,0.0,0
2019-12-31,1055.0,911,0.0,0
2019-09-17,837.0,346,0.0,0
2019-08-20,586.0,559,0.0,0
2019-08-27,1172.0,468,0.0,0
2019-07-30,469.0,359,0.0,0
2019-07-30,1005.0,861,0.0,0
2019-07-02,586.0,493,0.0,0
2019-06-18,586.0,351,0.0,0
2019-06-25,703.0,683,0.0,0
